"","x"
"1",1358
"2",1275
"3",1753
"4",1241
"5",1366
"6",1367
"7",826
"8",1029
"9",953
"10",1155
"11",1263
"12",1604
"13",1030
"14",1064
"15",1736
"16",1416
"17",1219
"18",1009
"19",1092
"20",1161
"21",1529
"22",1221
"23",1721
"24",1088
"25",1569
"26",1146
"27",1452
"28",1255
"29",1698
"30",1443
"31",1424
"32",1249
"33",1592
"34",1471
"35",937
"36",1348
"37",1544
"38",955
"39",1205
"40",1557
"41",1040
"42",1058
"43",1492
"44",1478
"45",1320
"46",1071
"47",1486
"48",1230
"49",1109
"50",1342
"51",1559
"52",1014
"53",1125
"54",1330
"55",1082
"56",1322
"57",1020
"58",1260
"59",1494
"60",1224
"61",1353
"62",1233
"63",1205
"64",1271
"65",929
"66",1603
"67",1182
"68",1128
"69",1193
"70",989
"71",942
"72",1069
"73",1469
"74",1404
"75",1179
"76",1287
"77",1275
"78",1521
"79",1338
"80",1616
"81",1250
"82",1356
"83",1398
"84",1621
"85",1605
"86",1136
"87",1712
"88",1703
"89",1633
"90",1073
"91",1343
"92",1592
"93",1130
"94",1368
"95",1037
"96",1066
"97",1330
"98",1539
"99",1370
"100",1264
