"","x"
"1",853
"2",739
"3",766
"4",922
"5",856
"6",993
"7",733
"8",872
"9",881
"10",843
"11",841
"12",752
"13",1257
"14",693
"15",897
"16",925
"17",952
"18",1111
"19",827
"20",978
"21",831
"22",750
"23",1007
"24",811
"25",1164
"26",915
"27",864
"28",831
"29",1005
"30",885
"31",1093
"32",782
"33",983
"34",967
"35",889
"36",724
"37",833
"38",986
"39",981
"40",946
"41",1061
"42",769
"43",746
"44",1067
"45",700
"46",927
"47",764
"48",954
"49",974
"50",766
"51",959
"52",1043
"53",743
"54",932
"55",1148
"56",824
"57",872
"58",1006
"59",894
"60",883
"61",674
"62",1026
"63",681
"64",1081
"65",873
"66",838
"67",881
"68",766
"69",809
"70",752
"71",925
"72",896
"73",659
"74",742
"75",698
"76",761
"77",969
"78",950
"79",830
"80",819
"81",978
"82",993
"83",789
"84",858
"85",999
"86",713
"87",846
"88",1030
"89",749
"90",961
"91",998
"92",875
"93",935
"94",699
"95",1011
"96",902
"97",1009
"98",705
"99",927
"100",770
