"","x"
"1",3319
"2",3487
"3",3028
"4",2945
"5",3475
"6",3344
"7",3062
"8",3138
"9",3435
"10",3561
"11",2882
"12",3419
"13",3469
"14",2808
"15",3308
"16",3459
"17",3559
"18",2945
"19",3112
"20",3390
