"","x"
"1",7730
"2",8071
"3",8015
"4",8006
"5",7481
"6",8106
"7",7331
"8",8032
"9",7747
"10",7984
"11",7654
"12",7726
"13",8122
"14",7990
"15",8123
"16",7987
"17",7979
"18",7077
"19",8310
"20",7882
"21",7539
"22",8146
"23",7876
"24",8040
"25",7942
"26",7236
"27",7962
"28",7693
"29",7772
"30",7059
"31",7464
"32",8155
"33",8174
"34",7251
"35",7852
"36",8115
"37",7794
"38",7637
"39",7820
"40",7891
"41",7749
"42",7701
"43",7833
"44",7223
"45",8176
"46",8028
"47",7817
"48",8104
"49",8231
"50",7085
"51",7135
"52",7259
"53",7766
"54",7902
"55",8137
"56",8309
"57",8146
"58",8076
"59",8426
"60",8072
"61",7916
"62",7840
"63",7428
"64",8143
"65",8240
"66",8146
"67",7893
"68",7491
"69",7340
"70",7964
"71",6879
"72",7833
"73",7689
"74",7152
"75",8195
"76",7078
"77",8091
"78",8029
"79",8044
"80",8259
"81",8012
"82",6911
"83",8058
"84",7941
"85",7806
"86",8301
"87",7691
"88",7672
"89",7896
"90",7950
"91",8102
"92",7409
"93",8095
"94",8229
"95",7895
"96",8053
"97",7704
"98",8065
"99",7734
"100",7808
