"","x"
"1",9019
"2",9141
"3",9106
"4",8948
"5",9013
"6",8879
"7",9142
"8",9002
"9",8984
"10",9032
"11",9028
"12",9122
"13",8612
"14",9178
"15",8970
"16",8942
"17",8923
"18",8759
"19",9046
"20",8896
"21",9041
"22",9122
"23",8865
"24",9060
"25",8711
"26",8956
"27",9002
"28",9042
"29",8865
"30",8987
"31",8775
"32",9087
"33",8888
"34",8907
"35",8984
"36",9149
"37",9046
"38",8888
"39",8891
"40",8926
"41",8806
"42",9104
"43",9131
"44",8805
"45",9175
"46",8948
"47",9109
"48",8919
"49",8892
"50",9107
"51",8911
"52",8828
"53",9131
"54",8942
"55",8720
"56",9046
"57",8997
"58",8866
"59",8977
"60",8979
"61",9196
"62",8849
"63",9192
"64",8790
"65",8991
"66",9039
"67",8983
"68",9105
"69",9063
"70",9124
"71",8950
"72",8970
"73",9215
"74",9130
"75",9174
"76",9104
"77",8902
"78",8921
"79",9046
"80",9054
"81",8889
"82",8878
"83",9083
"84",9018
"85",8875
"86",9164
"87",9017
"88",8838
"89",9121
"90",8907
"91",8871
"92",8998
"93",8931
"94",9168
"95",8859
"96",8961
"97",8859
"98",9158
"99",8946
"100",9100
