"","x"
"1",771
"2",705
"3",539
"4",732
"5",599
"6",427
"7",789
"8",788
"9",658
"10",719
"11",824
"12",502
"13",467
"14",722
"15",654
"16",563
"17",547
"18",786
"19",764
"20",771
"21",837
"22",782
"23",737
"24",516
"25",784
"26",796
"27",569
"28",648
"29",728
"30",758
"31",743
"32",503
"33",786
"34",782
"35",738
"36",816
"37",518
"38",814
"39",804
"40",703
"41",638
"42",770
"43",807
"44",784
"45",608
"46",806
"47",750
"48",711
"49",763
"50",577
