"","x"
"1",9116
"2",9124
"3",9121
"4",9122
"5",9121
"6",9121
"7",9120
"8",9120
"9",9120
"10",9120
"11",9120
"12",9116
"13",9120
"14",9111
"15",9120
"16",9116
"17",9120
"18",9120
"19",9117
"20",9118
