"","x"
"1",6374
"2",6496
"3",6324
"4",6448
"5",6954
"6",7028
"7",6392
"8",6408
"9",6427
"10",6404
"11",6351
"12",7033
"13",7127
"14",6669
"15",6338
"16",6563
"17",6466
"18",6397
"19",6351
"20",6424
