"","x"
"1",3053
"2",2917
"3",3105
"4",2970
"5",2432
"6",2349
"7",3034
"8",3017
"9",2997
"10",3015
"11",3075
"12",2347
"13",2253
"14",2738
"15",3085
"16",2851
"17",2951
"18",3028
"19",3077
"20",2994
